sample_id,country_ISO,adm1_name,adm1_ISO,adm2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter
VBS46068-6296STDY10244622,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46069-6296STDY10244625,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46070-6296STDY10244626,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46071-6296STDY10244627,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46072-6296STDY10244628,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46073-6296STDY10244629,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46074-6296STDY10244630,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46075-6296STDY10244631,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46076-6296STDY10244632,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46077-6296STDY10244633,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46079-6296STDY10244635,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46080-6296STDY10244636,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46081-6296STDY10244637,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46082-6296STDY10244638,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46085-6296STDY10244641,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46086-6296STDY10244642,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_06,TH-84_diru_2019_Q2,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_06,TH-84_Khiri-Rat-Nikhom_diru_2019_Q2
VBS46089-6296STDY10244645,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_07,TH-84_diru_2019_Q3,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_07,TH-84_Tha-Chang_diru_2019_Q3
VBS46090-6296STDY10244646,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_07,TH-84_diru_2019_Q3,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_07,TH-84_Tha-Chang_diru_2019_Q3
VBS46091-6296STDY10244647,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_07,TH-84_diru_2019_Q3,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_07,TH-84_Tha-Chang_diru_2019_Q3
VBS46092-6296STDY10244648,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_07,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_07,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46093-6296STDY10244649,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_07,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_07,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46094-6296STDY10244650,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_07,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_07,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46095-6296STDY10244651,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_07,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_07,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46096-6296STDY10244652,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_07,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_07,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46097-6296STDY10244653,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_03,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_03,TH-84_Tha-Chang_diru_2019_Q1
VBS46099-6296STDY10244655,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_03,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_03,TH-84_Tha-Chang_diru_2019_Q1
VBS46100-6296STDY10244656,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46101-6296STDY10244657,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46102-6296STDY10244658,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46103-6296STDY10244659,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46104-6296STDY10244660,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46105-6296STDY10244661,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46106-6296STDY10244662,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46107-6296STDY10244663,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46108-6296STDY10244664,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46109-6296STDY10244665,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46110-6296STDY10244666,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46111-6296STDY10244667,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46112-6296STDY10244668,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46113-6296STDY10244669,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46114-6296STDY10244670,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46115-6296STDY10244671,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46116-6296STDY10244672,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46117-6296STDY10244673,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46118-6296STDY10244674,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46119-6296STDY10244675,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46120-6296STDY10244676,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46122-6296STDY10244678,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46123-6296STDY10244679,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_08,TH-84_diru_2019_Q3,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_08,TH-84_Khiri-Rat-Nikhom_diru_2019_Q3
VBS46124-6296STDY10244680,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_02,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_02,TH-84_Tha-Chang_diru_2019_Q1
VBS46125-6296STDY10244681,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_02,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_02,TH-84_Tha-Chang_diru_2019_Q1
VBS46126-6296STDY10244682,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_02,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_02,TH-84_Tha-Chang_diru_2019_Q1
VBS46127-6296STDY10244683,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_02,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_02,TH-84_Tha-Chang_diru_2019_Q1
VBS46128-6296STDY10244684,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_02,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_02,TH-84_Tha-Chang_diru_2019_Q1
VBS46129-6296STDY10244685,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_02,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_02,TH-84_Tha-Chang_diru_2019_Q1
VBS46130-6296STDY10244686,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_02,TH-84_diru_2019_Q1,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_02,TH-84_Tha-Chang_diru_2019_Q1
VBS46131-6296STDY10244687,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46132-6296STDY10244688,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46133-6296STDY10244689,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46134-6296STDY10244690,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46135-6296STDY10244691,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46136-6296STDY10244692,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46137-6296STDY10244693,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46138-6296STDY10244694,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46139-6296STDY10244695,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46140-6296STDY10244696,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46142-6296STDY10244698,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46143-6296STDY10244699,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46144-6296STDY10244700,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46147-6296STDY10244703,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46148-6296STDY10244704,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46149-6296STDY10244705,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46150-6296STDY10244706,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46151-6296STDY10244707,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46152-6296STDY10244708,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46153-6296STDY10244709,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46155-6296STDY10244711,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46156-6296STDY10244712,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46157-6296STDY10244713,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46158-6296STDY10244714,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46160-6296STDY10244716,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46161-6296STDY10244717,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46162-6296STDY10244718,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46163-6296STDY10244721,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46164-6296STDY10244722,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46165-6296STDY10244723,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46166-6296STDY10244724,THA,Surat Thani Province,TH-84,Phanom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Phanom_diru_2019,TH-84_Phanom_diru_2019_10,TH-84_Phanom_diru_2019_Q4
VBS46170-6296STDY10244727,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
VBS46171-6296STDY10244728,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
VBS46174-6296STDY10244731,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
